State,BRANCH NAME,VillageName,Center,Customer_Name,OutStanding_Principal,Num_Days_SinceLAstDue,Bucket_Name
S2,DEU,225,10,C42447,32835,0,Current (0 Days)
S2,DEU,225,10,C42448,32835,0,Current (0 Days)
S2,DEU,225,10,C42449,32835,0,Current (0 Days)
S2,AMB,350,10,C42450,28732,0,Current (0 Days)
S2,AMB,350,10,C42451,28732,0,Current (0 Days)
S2,AMB,350,10,C42452,11582,0,Current (0 Days)
S2,AMB,350,10,C42453,28732,0,Current (0 Days)
S2,AMB,350,10,C42454,28732,0,Current (0 Days)
S2,AMB,350,10,C42455,28732,0,Current (0 Days)
S2,SIL,223,41,C42456,32831,0,Current (0 Days)
S2,SIL,223,41,C42457,32831,0,Current (0 Days)
S5,BAL,774,10,C42458,33510,0,Current (0 Days)
S1,KUD,738,93,C42459,32831,0,Current (0 Days)
S2,SHI,105,10,C42460,28732,0,Current (0 Days)
S2,SHI,105,10,C42461,28732,0,Current (0 Days)
S2,SHI,105,10,C42462,28732,0,Current (0 Days)
S5,GAR,755,68,C42463,33171,0,Current (0 Days)
S5,GAR,743,49,C42464,32837,0,Current (0 Days)
S5,GAR,743,49,C42465,32837,0,Current (0 Days)
S5,GAR,773,10,C42466,32831,0,Current (0 Days)
S5,GAR,773,10,C42467,32831,0,Current (0 Days)
S5,GAR,773,10,C42468,32831,0,Current (0 Days)
S2,HAD,195,52,C42469,32837,0,Current (0 Days)
S2,HAD,194,31,C42470,32837,0,Current (0 Days)
S1,HOL,636,79,C42471,32831,0,Current (0 Days)
S1,HOL,637,85,C42472,32837,0,Current (0 Days)
S1,HOL,635,81,C42473,33178,0,Current (0 Days)
S3,SAK,760,91,C42474,32831,0,Current (0 Days)
S2,NIL,357,10,C42475,32831,0,Current (0 Days)
S2,NIL,357,10,C42476,32831,0,Current (0 Days)
S2,NIL,357,10,C42477,41041,0,Current (0 Days)
S2,MEH,401,10,C42478,32831,0,Current (0 Days)
S2,MEH,396,61,C42479,11591,0,Current (0 Days)
S1,SIN,479,44,C42480,32829,0,Current (0 Days)
S6,ROB,746,52,C42481,20865,0,Current (0 Days)
S6,ROB,749,56,C42482,21230,0,Current (0 Days)
S1,SIN,478,83,C42483,32837,0,Current (0 Days)
S6,ROB,757,68,C42484,21233,0,Current (0 Days)
S5,BHA,762,93,C42485,33171,0,Current (0 Days)
S6,ROB,741,49,C42486,32493,0,Current (0 Days)
S5,CHH,764,89,C42487,32831,0,Current (0 Days)
S1,SHI,552,20,C42488,32837,0,Current (0 Days)
S1,SIN,735,10,C42489,32831,0,Current (0 Days)
S1,SIN,735,10,C42490,32831,0,Current (0 Days)
S1,SIN,735,10,C42491,32831,0,Current (0 Days)
S5,BHA,764,10,C42492,32831,0,Current (0 Days)
S5,BHA,764,10,C42493,32831,0,Current (0 Days)
S3,NAR,771,96,C42494,32831,0,Current (0 Days)
S5,BHA,764,10,C42495,14581,0,Current (0 Days)
S6,ROB,743,48,C42496,32495,0,Current (0 Days)
S1,KRI,742,49,C42497,32831,0,Current (0 Days)
S1,KRI,654,97,C42498,32829,0,Current (0 Days)
S3,LAH,764,78,C42499,32837,0,Current (0 Days)
S3,LAH,764,78,C42500,32837,0,Current (0 Days)
S3,NAR,771,10,C42501,32831,0,Current (0 Days)
S3,NAR,771,10,C42502,32831,0,Current (0 Days)
S3,LAH,764,78,C42503,32837,0,Current (0 Days)
S3,LAH,764,98,C42504,32837,0,Current (0 Days)
S3,NAR,771,10,C42505,32831,0,Current (0 Days)
S3,LAH,763,97,C42506,32831,0,Current (0 Days)
S3,NAR,771,10,C42507,32831,0,Current (0 Days)
S3,PHU,760,92,C42508,33171,0,Current (0 Days)
S3,PHU,774,10,C42509,32831,0,Current (0 Days)
S3,PHU,774,10,C42510,32831,0,Current (0 Days)
S3,PHU,774,10,C42511,32831,0,Current (0 Days)
S1,NAN,656,85,C42512,32829,0,Current (0 Days)
S1,NAN,656,85,C42513,32829,0,Current (0 Days)
S2,SHA,277,13,C42514,41467,0,Current (0 Days)
S2,SHA,277,13,C42515,41467,0,Current (0 Days)
S1,SOR,544,91,C42516,32831,0,Current (0 Days)
S2,DHU,153,10,C42517,21230,0,Current (0 Days)
S2,DHU,153,10,C42518,21233,0,Current (0 Days)
S2,DHU,153,10,C42519,21230,0,Current (0 Days)
S1,BAL,517,84,C42520,32835,0,Current (0 Days)
S2,DHU,153,10,C42521,20591,0,Current (0 Days)
S2,NAI,201,12,C42522,32829,0,Current (0 Days)
S2,DHU,153,10,C42523,17587,0,Current (0 Days)
S2,DHU,153,10,C42524,21230,0,Current (0 Days)
S2,DHU,153,10,C42525,21230,0,Current (0 Days)
S2,DHU,153,10,C42526,21230,0,Current (0 Days)
S4,PAT,747,53,C42527,32831,0,Current (0 Days)
S2,PAC,292,15,C42528,41041,0,Current (0 Days)
S4,PAT,748,53,C42529,41041,0,Current (0 Days)
S1,GAN,485,16,C42530,41041,0,Current (0 Days)
S1,GAN,485,16,C42531,41041,0,Current (0 Days)
S4,KUN,748,55,C42532,11589,0,Current (0 Days)
S2,MEH,402,46,C42533,36069,0,Current (0 Days)
S5,BHA,765,83,C42534,28732,0,Current (0 Days)
S1,KRI,603,10,C42535,32831,0,Current (0 Days)
S1,SAN,666,10,C42536,21233,0,Current (0 Days)
S1,SAN,666,10,C42537,32837,0,Current (0 Days)
S1,SAN,739,47,C42538,32831,0,Current (0 Days)
S1,KRI,603,10,C42539,32831,0,Current (0 Days)
S1,KRI,603,50,C42540,32831,0,Current (0 Days)
S1,KRI,603,50,C42541,32831,0,Current (0 Days)
S1,KRI,603,10,C42542,32831,0,Current (0 Days)
S5,DAL,740,50,C42543,32831,0,Current (0 Days)
S5,DAL,743,48,C42544,32835,0,Current (0 Days)
S5,DAL,744,50,C42545,32837,0,Current (0 Days)
S1,KRI,603,10,C42546,16939,0,Current (0 Days)
S5,DAL,743,48,C42547,32835,0,Current (0 Days)
S1,KRI,603,10,C42548,32827,0,Current (0 Days)
S5,DAL,754,63,C42549,33171,0,Current (0 Days)
S1,KRI,603,10,C42550,32827,0,Current (0 Days)
S5,DAL,744,50,C42551,32837,0,Current (0 Days)
S5,DAL,764,76,C42552,21230,0,Current (0 Days)
S1,KRI,603,10,C42553,32827,0,Current (0 Days)
S1,KRI,603,10,C42554,32827,0,Current (0 Days)
S3,CHA,756,10,C42555,32837,0,Current (0 Days)
S3,CHA,756,10,C42556,32837,0,Current (0 Days)
S1,BAL,517,38,C42557,32831,0,Current (0 Days)
S2,MEH,408,99,C42558,33171,0,Current (0 Days)
S2,MEH,458,55,C42559,33171,0,Current (0 Days)
S2,MEH,405,99,C42560,32827,0,Current (0 Days)
S2,MEH,405,99,C42561,32827,0,Current (0 Days)
S2,MEH,405,99,C42562,32827,0,Current (0 Days)
S2,MEH,405,99,C42563,32827,0,Current (0 Days)
S2,MEH,405,99,C42564,32827,0,Current (0 Days)
S3,NAR,755,71,C42565,32831,0,Current (0 Days)
S3,NAR,746,51,C42566,41041,0,Current (0 Days)
S1,SIN,736,82,C42567,32835,0,Current (0 Days)
S1,SIN,480,21,C42568,32835,0,Current (0 Days)
S2,AMB,227,16,C42569,41467,0,Current (0 Days)
S5,GAR,757,10,C42570,28730,0,Current (0 Days)
S4,PAT,751,80,C42571,24876,0,Current (0 Days)
S5,GAR,757,10,C42572,32837,0,Current (0 Days)
S4,PAT,751,80,C42573,25385,0,Current (0 Days)
S5,GAR,757,10,C42574,33171,0,Current (0 Days)
S2,AMB,227,16,C42575,33171,0,Current (0 Days)
S2,AMB,227,16,C42576,33171,0,Current (0 Days)
S5,GAR,757,68,C42577,32831,0,Current (0 Days)
S5,GAR,755,10,C42578,32837,0,Current (0 Days)
S5,GAR,755,10,C42579,32837,0,Current (0 Days)
S5,GAR,755,10,C42580,32837,0,Current (0 Days)
S2,AUR,237,88,C42581,41890,0,Current (0 Days)
S5,GAR,757,68,C42582,32831,0,Current (0 Days)
S1,SHI,551,34,C42583,24876,0,Current (0 Days)
S2,HAD,195,46,C42584,33171,0,Current (0 Days)
S3,CHA,756,10,C42585,32837,0,Current (0 Days)
S1,SHI,551,10,C42586,33171,0,Current (0 Days)
S1,SHI,551,10,C42587,33171,0,Current (0 Days)
S1,RAM,649,69,C42588,32835,0,Current (0 Days)
S1,SHI,551,10,C42589,33171,0,Current (0 Days)
S1,SHI,551,10,C42590,33171,0,Current (0 Days)
S2,KIN,192,10,C42591,32829,0,Current (0 Days)
S1,SIN,485,98,C42592,34525,0,Current (0 Days)
S2,KIN,180,13,C42593,33167,0,Current (0 Days)
S6,REN,740,47,C42594,32837,0,Current (0 Days)
S1,GUN,663,92,C42595,32827,0,Current (0 Days)
S6,REN,758,68,C42596,32837,0,Current (0 Days)
S3,BAH,756,10,C42597,32831,0,Current (0 Days)
S2,SHI,117,19,C42598,41467,0,Current (0 Days)
S2,KIN,193,41,C42599,12384,0,Current (0 Days)
S4,PAT,751,68,C42600,29022,0,Current (0 Days)
S4,PAT,751,68,C42601,29022,0,Current (0 Days)
S4,PAT,751,68,C42602,29022,0,Current (0 Days)
S3,RUN,761,74,C42603,33167,0,Current (0 Days)
S2,KIN,193,99,C42604,33510,0,Current (0 Days)
S2,SHI,102,71,C42605,41467,0,Current (0 Days)
S2,HAD,195,14,C42606,32837,0,Current (0 Days)
S2,HAD,194,98,C42607,32827,0,Current (0 Days)
S2,HAD,194,10,C42608,32833,0,Current (0 Days)
S2,HAD,194,98,C42609,32827,0,Current (0 Days)
S2,HAD,195,14,C42610,33171,0,Current (0 Days)
S2,HAD,195,98,C42611,33171,0,Current (0 Days)
S2,CHA,277,47,C42612,41041,0,Current (0 Days)
S2,HAD,195,19,C42613,33171,0,Current (0 Days)
S2,CHA,275,47,C42614,41041,0,Current (0 Days)
S2,GAN,220,94,C42615,33169,0,Current (0 Days)
S2,GAN,220,95,C42616,32831,0,Current (0 Days)
S2,MEH,455,58,C42617,19727,0,Current (0 Days)
S2,PAI,244,90,C42618,41467,0,Current (0 Days)
S2,PAI,244,90,C42619,41467,0,Current (0 Days)
S2,DHU,148,78,C42620,33171,0,Current (0 Days)
S1,SOR,544,42,C42621,41041,0,Current (0 Days)
S3,BAG,740,10,C42622,33171,0,Current (0 Days)
S3,BAG,740,10,C42623,33171,0,Current (0 Days)
S3,BAG,740,10,C42624,33171,0,Current (0 Days)
S2,AMB,347,14,C42625,41041,0,Current (0 Days)
S2,AMB,347,14,C42626,41041,0,Current (0 Days)
S2,SHA,277,72,C42627,24618,0,Current (0 Days)
S2,SHA,277,37,C42628,41041,0,Current (0 Days)
S2,NAN,197,23,C42629,32827,0,Current (0 Days)
S2,PAC,295,21,C42630,41041,0,Current (0 Days)
S2,MEH,395,64,C42631,32837,0,Current (0 Days)
S2,MEH,395,64,C42632,11589,0,Current (0 Days)
S2,MEH,395,64,C42633,24622,0,Current (0 Days)
S1,HOL,634,10,C42634,32831,0,Current (0 Days)
S1,HOL,634,10,C42635,32831,0,Current (0 Days)
S1,HOL,634,10,C42636,32831,0,Current (0 Days)
S1,HOL,634,10,C42637,12856,0,Current (0 Days)
S3,RUN,766,10,C42638,32831,0,Current (0 Days)
S3,RUN,766,10,C42639,32831,0,Current (0 Days)
S3,RUN,766,10,C42640,32831,0,Current (0 Days)
S3,RUN,771,97,C42641,17231,0,Current (0 Days)
S3,RUN,754,62,C42642,33171,0,Current (0 Days)
S2,PAC,263,46,C42643,29024,0,Current (0 Days)
S1,GUN,665,10,C42644,33171,0,Current (0 Days)
S1,GUN,665,10,C42645,33171,0,Current (0 Days)
S2,MEH,440,46,C42646,11990,0,Current (0 Days)
S5,BHA,774,10,C42647,14583,0,Current (0 Days)
S5,BHA,774,10,C42648,32835,0,Current (0 Days)
S2,AMB,226,86,C42649,33171,0,Current (0 Days)
S5,BHA,774,10,C42650,32835,0,Current (0 Days)
S2,AMB,226,86,C42651,33171,0,Current (0 Days)
S5,BHA,761,10,C42652,14581,0,Current (0 Days)
S5,BHA,765,10,C42653,32837,0,Current (0 Days)
S5,BHA,765,10,C42654,32837,0,Current (0 Days)
S5,BHA,761,10,C42655,32831,0,Current (0 Days)
S2,DEU,225,10,C42656,33171,0,Current (0 Days)
S5,BHA,761,10,C42657,33171,0,Current (0 Days)
S2,DEU,225,10,C42658,32835,0,Current (0 Days)
S2,DEU,225,99,C42659,32835,0,Current (0 Days)
S2,DEU,446,10,C42660,33171,0,Current (0 Days)
S1,HOL,639,51,C42661,33167,0,Current (0 Days)
S5,BHA,761,10,C42662,32831,0,Current (0 Days)
S2,DEU,446,10,C42663,33171,0,Current (0 Days)
S1,KRI,602,85,C42664,33167,0,Current (0 Days)
S1,HOL,638,80,C42665,33171,0,Current (0 Days)
S5,BHA,761,10,C42666,32831,0,Current (0 Days)
S1,KRI,603,99,C42667,32831,0,Current (0 Days)
S1,HOL,638,62,C42668,32835,0,Current (0 Days)
S1,KRI,604,79,C42669,33167,0,Current (0 Days)
S1,KRI,745,51,C42670,33171,0,Current (0 Days)
S1,KRI,604,81,C42671,33167,0,Current (0 Days)
S2,AMB,226,86,C42672,33171,0,Current (0 Days)
S1,KRI,603,95,C42673,33171,0,Current (0 Days)
S2,AMB,226,86,C42674,33171,0,Current (0 Days)
S1,HOL,638,85,C42675,32837,0,Current (0 Days)
S5,GAR,757,10,C42676,32837,0,Current (0 Days)
S1,TUR,606,10,C42677,31427,0,Current (0 Days)
S2,CHA,267,66,C42678,33173,0,Current (0 Days)
S1,SAN,662,47,C42679,33171,0,Current (0 Days)
S2,AUR,736,56,C42680,33167,0,Current (0 Days)
S2,AUR,736,56,C42681,33167,0,Current (0 Days)
S2,AUR,736,56,C42682,33167,0,Current (0 Days)
S3,CHA,756,10,C42683,32837,0,Current (0 Days)
S3,MOT,739,86,C42684,32831,0,Current (0 Days)
S3,MOT,739,10,C42685,32831,0,Current (0 Days)
S2,DEU,225,61,C42686,32831,0,Current (0 Days)
S2,DEU,225,61,C42687,32831,0,Current (0 Days)
S2,DEU,225,94,C42688,33171,0,Current (0 Days)
S2,KIN,192,10,C42689,32829,0,Current (0 Days)
S2,KIN,192,10,C42690,33169,0,Current (0 Days)
S2,KIN,192,10,C42691,32829,0,Current (0 Days)
S2,SHI,102,71,C42692,11990,0,Current (0 Days)
S3,MOT,739,10,C42693,32831,0,Current (0 Days)
S3,MOT,739,63,C42694,24878,0,Current (0 Days)
S2,HAD,195,10,C42695,33171,0,Current (0 Days)
S2,HAD,179,21,C42696,33171,0,Current (0 Days)
S2,HAD,194,10,C42697,32831,0,Current (0 Days)
S2,HAD,194,10,C42698,32831,0,Current (0 Days)
S2,HAD,194,37,C42699,32831,0,Current (0 Days)
S2,HAD,737,40,C42700,24625,0,Current (0 Days)
S5,BAL,775,10,C42701,32837,0,Current (0 Days)
S1,KRI,602,99,C42702,33167,0,Current (0 Days)
S1,SIN,736,85,C42703,32829,0,Current (0 Days)
S1,KRI,767,88,C42704,33171,0,Current (0 Days)
S1,KRI,603,77,C42705,32831,0,Current (0 Days)
S1,KRI,749,98,C42706,32835,0,Current (0 Days)
S1,KRI,655,61,C42707,32835,0,Current (0 Days)
S3,BAH,756,85,C42708,33171,0,Current (0 Days)
S1,CHA,640,96,C42709,32831,0,Current (0 Days)
S1,KRI,654,94,C42710,32837,0,Current (0 Days)
S3,BAH,761,10,C42711,32831,0,Current (0 Days)
S1,KRI,741,10,C42712,33171,0,Current (0 Days)
S1,NAN,656,85,C42713,32835,0,Current (0 Days)
S3,BAH,761,10,C42714,32831,0,Current (0 Days)
S3,BAH,761,10,C42715,32831,0,Current (0 Days)
S3,BAH,769,99,C42716,33171,0,Current (0 Days)
S5,BAL,775,10,C42717,32837,0,Current (0 Days)
S5,BAL,775,10,C42718,32837,0,Current (0 Days)
S1,RAM,635,10,C42719,33171,0,Current (0 Days)
S1,RAM,634,84,C42720,33171,0,Current (0 Days)
S5,BHA,761,10,C42721,28731,0,Current (0 Days)
S1,RAM,635,10,C42722,33171,0,Current (0 Days)
S5,BHA,764,10,C42723,14838,0,Current (0 Days)
S5,BAL,775,10,C42724,32837,0,Current (0 Days)
S1,RAM,635,10,C42725,33171,0,Current (0 Days)
S5,BAL,757,96,C42726,21230,0,Current (0 Days)
S6,REN,757,68,C42727,32837,0,Current (0 Days)
S5,BHA,765,79,C42728,32837,0,Current (0 Days)
S1,SIR,475,10,C42729,32831,0,Current (0 Days)
S1,SIR,475,10,C42730,32831,0,Current (0 Days)
S1,SIR,475,10,C42731,32831,0,Current (0 Days)
S1,SIR,475,10,C42732,33167,0,Current (0 Days)
S1,SIR,475,83,C42733,27279,0,Current (0 Days)
S1,SIR,475,98,C42734,32831,0,Current (0 Days)
S1,RAM,765,79,C42735,32835,0,Current (0 Days)
S5,GAR,743,48,C42736,32831,0,Current (0 Days)
S5,GAR,743,48,C42737,41041,0,Current (0 Days)
S5,GAR,743,48,C42738,41041,0,Current (0 Days)
S1,CHA,641,10,C42739,32831,0,Current (0 Days)
S1,CHA,641,10,C42740,28731,0,Current (0 Days)
S1,CHA,642,10,C42741,28731,0,Current (0 Days)
S2,LAT,356,10,C42742,28732,0,Current (0 Days)
S3,MOT,744,10,C42743,33171,0,Current (0 Days)
S3,MOT,744,10,C42744,33171,0,Current (0 Days)
S1,RAM,635,10,C42745,33167,0,Current (0 Days)
S2,MEH,405,99,C42746,32827,0,Current (0 Days)
S2,LAT,355,39,C42747,32837,0,Current (0 Days)
S2,LAT,352,21,C42748,33171,0,Current (0 Days)
S2,LAT,351,10,C42749,32831,0,Current (0 Days)
S2,LAT,351,10,C42750,32831,0,Current (0 Days)
S5,GAR,773,10,C42751,32835,0,Current (0 Days)
S2,LAT,351,10,C42752,32831,0,Current (0 Days)
S2,LAT,351,10,C42753,32831,0,Current (0 Days)
S2,GAN,218,10,C42754,33173,0,Current (0 Days)
S2,GAN,218,10,C42755,33173,0,Current (0 Days)
S2,GAN,218,10,C42756,33173,0,Current (0 Days)
S2,GAN,218,10,C42757,33173,0,Current (0 Days)
S2,GAN,218,10,C42758,33173,0,Current (0 Days)
S2,GAN,219,90,C42759,32833,0,Current (0 Days)
S2,GAN,220,93,C42760,33178,0,Current (0 Days)
S2,MEH,401,13,C42761,12856,0,Current (0 Days)
S2,SHI,105,10,C42762,28732,0,Current (0 Days)
S2,SIL,235,10,C42763,21597,0,Current (0 Days)
S1,GAN,485,16,C42764,32835,0,Current (0 Days)
S1,GAN,485,16,C42765,32835,0,Current (0 Days)
S1,GAN,736,36,C42766,33171,0,Current (0 Days)
S1,GAN,736,36,C42767,33171,0,Current (0 Days)
S1,GAN,736,36,C42768,33171,0,Current (0 Days)
S2,SIL,237,36,C42769,41041,0,Current (0 Days)
S2,HAD,194,98,C42770,32829,0,Current (0 Days)
S6,ROB,745,62,C42771,21599,0,Current (0 Days)
S6,ROB,745,62,C42772,21599,0,Current (0 Days)
S5,BAL,773,10,C42773,33171,0,Current (0 Days)
S5,BAL,773,10,C42774,33171,0,Current (0 Days)
S5,BAL,773,10,C42775,33171,0,Current (0 Days)
S2,AHM,203,40,C42776,33171,0,Current (0 Days)
S1,KRI,603,93,C42777,33171,0,Current (0 Days)
S2,LAT,351,10,C42778,32831,0,Current (0 Days)
S2,PAC,269,40,C42779,21599,0,Current (0 Days)
S2,PAC,269,40,C42780,21599,0,Current (0 Days)
S2,PAC,265,10,C42781,28724,0,Current (0 Days)
S3,PHU,767,10,C42782,29022,0,Current (0 Days)
S2,PAC,265,10,C42783,28724,0,Current (0 Days)
S3,PHU,767,10,C42784,33167,0,Current (0 Days)
S2,PAC,265,10,C42785,28724,0,Current (0 Days)
S2,PAC,265,10,C42786,28724,0,Current (0 Days)
S3,PHU,767,10,C42787,33167,0,Current (0 Days)
S2,PAC,265,10,C42788,28724,0,Current (0 Days)
S2,PAC,266,10,C42789,21233,0,Current (0 Days)
S3,PHU,764,99,C42790,33167,0,Current (0 Days)
S2,PAC,266,10,C42791,28731,0,Current (0 Days)
S2,PAC,266,10,C42792,28731,0,Current (0 Days)
S2,PAC,266,10,C42793,28731,0,Current (0 Days)
S3,LAH,758,98,C42794,33173,0,Current (0 Days)
S1,RAM,765,79,C42795,32831,0,Current (0 Days)
S3,BAH,766,97,C42796,33171,0,Current (0 Days)
S3,SAK,765,86,C42797,33171,0,Current (0 Days)
S1,HOL,602,80,C42798,32833,0,Current (0 Days)
S2,PAC,266,45,C42799,41041,0,Current (0 Days)
S5,CHH,762,10,C42800,33167,0,Current (0 Days)
S5,CHH,762,10,C42801,33167,0,Current (0 Days)
S5,CHH,762,10,C42802,33167,0,Current (0 Days)
S5,CHH,762,10,C42803,33167,0,Current (0 Days)
S1,HOL,766,83,C42804,33171,0,Current (0 Days)
S3,LAH,774,10,C42805,32837,0,Current (0 Days)
S2,HAD,195,40,C42806,32837,0,Current (0 Days)
S3,LAH,774,10,C42807,32837,0,Current (0 Days)
S2,HAD,194,10,C42808,32831,0,Current (0 Days)
S2,HAD,194,10,C42809,32831,0,Current (0 Days)
S3,PHU,769,86,C42810,8931,0,Current (0 Days)
S1,RAM,649,10,C42811,32831,0,Current (0 Days)
S2,AMB,349,46,C42812,32837,0,Current (0 Days)
S1,RAM,649,10,C42813,31963,0,Current (0 Days)
S1,GAN,484,98,C42814,33173,0,Current (0 Days)
S1,GAN,484,98,C42815,33173,0,Current (0 Days)
S2,AMB,349,99,C42816,32837,0,Current (0 Days)
S1,RAM,649,10,C42817,32831,0,Current (0 Days)
S2,AMB,349,10,C42818,28730,0,Current (0 Days)
S1,RAM,649,10,C42819,32831,0,Current (0 Days)
S2,AMB,350,10,C42820,21236,0,Current (0 Days)
S5,DAL,745,49,C42821,32829,0,Current (0 Days)
S5,DAL,745,49,C42822,24627,0,Current (0 Days)
S5,DAL,741,10,C42823,33171,0,Current (0 Days)
S2,BAD,238,10,C42824,33167,0,Current (0 Days)
S5,DAL,741,10,C42825,33171,0,Current (0 Days)
S2,BAD,238,10,C42826,13293,0,Current (0 Days)
S5,DAL,741,10,C42827,33171,0,Current (0 Days)
S2,BAD,238,10,C42828,33167,0,Current (0 Days)
S5,DAL,758,80,C42829,21236,0,Current (0 Days)
S2,BAD,238,10,C42830,33167,0,Current (0 Days)
S2,BAD,238,10,C42831,33167,0,Current (0 Days)
S2,BAD,238,15,C42832,33173,0,Current (0 Days)
S2,AMB,350,10,C42833,29024,0,Current (0 Days)
S2,AMB,348,93,C42834,29024,0,Current (0 Days)
S1,BAL,518,96,C42835,33171,0,Current (0 Days)
S1,BAL,517,46,C42836,33167,0,Current (0 Days)
S3,SAK,768,86,C42837,32833,0,Current (0 Days)
S2,AMB,350,10,C42838,28730,0,Current (0 Days)
S2,AUR,240,98,C42839,33506,0,Current (0 Days)
S2,DEU,226,99,C42840,32831,0,Current (0 Days)
S1,SHI,736,10,C42841,21236,0,Current (0 Days)
S2,DEU,226,99,C42842,32831,0,Current (0 Days)
S2,DEU,226,99,C42843,32831,0,Current (0 Days)
S5,DAL,741,10,C42844,33171,0,Current (0 Days)
S2,SHA,275,10,C42845,29030,0,Current (0 Days)
S2,DEU,226,99,C42846,32831,0,Current (0 Days)
S5,JAP,748,53,C42847,32833,0,Current (0 Days)
S2,SHA,275,10,C42848,28731,0,Current (0 Days)
S2,SHA,275,10,C42849,28731,0,Current (0 Days)
S2,SIL,236,77,C42850,21599,0,Current (0 Days)
S2,SIL,236,77,C42851,21599,0,Current (0 Days)
S2,NAN,197,45,C42852,33173,0,Current (0 Days)
S2,NAN,197,24,C42853,33173,0,Current (0 Days)
S2,SIL,236,77,C42854,21599,0,Current (0 Days)
S2,AKA,195,20,C42855,20944,0,Current (0 Days)
S2,AKA,195,20,C42856,33167,0,Current (0 Days)
S1,SIN,478,10,C42857,33169,0,Current (0 Days)
S1,SIN,479,42,C42858,33169,0,Current (0 Days)
S2,AHM,203,40,C42859,33167,0,Current (0 Days)
S1,SIN,478,79,C42860,33171,0,Current (0 Days)
S1,SIN,478,79,C42861,33171,0,Current (0 Days)
S2,AKA,212,10,C42862,33167,0,Current (0 Days)
S2,AKA,212,10,C42863,33167,0,Current (0 Days)
S2,JIN,208,10,C42864,25484,0,Current (0 Days)
S2,JIN,208,10,C42865,18445,0,Current (0 Days)
S2,JIN,215,10,C42866,33171,0,Current (0 Days)
S2,AKA,212,10,C42867,33167,0,Current (0 Days)
S2,JIN,207,65,C42868,32837,0,Current (0 Days)
S2,AKA,737,19,C42869,42312,0,Current (0 Days)
S2,AKA,195,20,C42870,18762,0,Current (0 Days)
S1,BAL,517,10,C42871,33171,0,Current (0 Days)
S2,AKA,212,19,C42872,33171,0,Current (0 Days)
S1,SIN,479,36,C42873,41466,0,Current (0 Days)
S1,SIR,475,10,C42874,33167,0,Current (0 Days)
S1,RAM,636,10,C42875,16087,0,Current (0 Days)
S2,AKA,212,23,C42876,12856,0,Current (0 Days)
S1,RAM,636,10,C42877,32831,0,Current (0 Days)
S2,AKA,212,22,C42878,11591,0,Current (0 Days)
S1,SIR,475,10,C42879,33167,0,Current (0 Days)
S1,RAM,636,10,C42880,32831,0,Current (0 Days)
S2,AKA,211,20,C42881,19420,0,Current (0 Days)
S2,AKA,212,35,C42882,31963,0,Current (0 Days)
S1,SIR,475,10,C42883,33167,0,Current (0 Days)
S1,SIN,478,79,C42884,33167,0,Current (0 Days)
S1,BAL,517,10,C42885,33171,0,Current (0 Days)
S1,BAL,517,10,C42886,33171,0,Current (0 Days)
S1,HOS,735,99,C42887,33167,0,Current (0 Days)
S1,HOS,756,69,C42888,33171,0,Current (0 Days)
S1,SIN,478,10,C42889,33169,0,Current (0 Days)
S1,HOS,487,23,C42890,27862,0,Current (0 Days)
S1,HOS,735,74,C42891,32837,0,Current (0 Days)
S1,HOS,736,10,C42892,33171,0,Current (0 Days)
S1,HOS,487,23,C42893,31970,0,Current (0 Days)
S1,HOS,736,10,C42894,33171,0,Current (0 Days)
S1,HOS,486,10,C42895,32837,0,Current (0 Days)
S1,HOS,486,10,C42896,32837,0,Current (0 Days)
S2,NAI,201,27,C42897,32837,0,Current (0 Days)
S2,NAI,203,10,C42898,33167,0,Current (0 Days)
S1,HOL,654,85,C42899,32833,0,Current (0 Days)
S1,HOL,634,10,C42900,32831,0,Current (0 Days)
S2,CHA,285,39,C42901,33167,0,Current (0 Days)
S1,RAM,648,10,C42902,32835,0,Current (0 Days)
S1,RAM,636,10,C42903,32831,0,Current (0 Days)
S1,HOL,638,80,C42904,33167,0,Current (0 Days)
S1,HOL,638,80,C42905,33167,0,Current (0 Days)
S2,HAD,195,46,C42906,33171,0,Current (0 Days)
S2,SIL,235,12,C42907,33167,0,Current (0 Days)
S2,SIL,235,10,C42908,33167,0,Current (0 Days)
S2,SIL,235,14,C42909,33173,0,Current (0 Days)
S1,HOL,630,81,C42910,32837,0,Current (0 Days)
S1,HOL,630,81,C42911,32837,0,Current (0 Days)
S1,NAN,660,88,C42912,32831,0,Current (0 Days)
S1,NAN,661,54,C42913,14843,0,Current (0 Days)
S1,NAN,767,88,C42914,33167,0,Current (0 Days)
S1,NAN,744,98,C42915,17588,0,Current (0 Days)
S1,CHA,602,95,C42916,32837,0,Current (0 Days)
S2,DEU,224,91,C42917,33167,0,Current (0 Days)
S2,DEU,224,91,C42918,33167,0,Current (0 Days)
S1,GUN,663,65,C42919,33171,0,Current (0 Days)
S1,GUN,663,67,C42920,28730,0,Current (0 Days)
S2,DEU,436,93,C42921,33173,0,Current (0 Days)
S1,CHA,630,94,C42922,32831,0,Current (0 Days)
S2,HAD,179,93,C42923,41041,0,Current (0 Days)
S1,CHA,642,10,C42924,33171,0,Current (0 Days)
S1,CHA,642,10,C42925,33171,0,Current (0 Days)
S1,CHA,642,10,C42926,33171,0,Current (0 Days)
